12/30/2010,80,fresh,S. Jhoanna Robledo,The Beauty Inside,Space lands on Earth in 3-D glory in this kid-friendly docu.
12/31/2010,80,fresh,Sandie Angulo Chen,Cop Car,Well-acted war drama is too intense for kids.
1/2/2011,100,fresh,Scott G. Mignola,Cartel Land,As powerful and original now as it was in 1949.
1/3/2011,100,fresh,Don Groves,The Beauty Inside,Awesome spectacle in outer space; pity about Leo's narration.
1/26/2011,100,fresh,Graham Young,The Beauty Inside,This is so jaw-dropping in terms of both content and quality that you won't want to miss a single second by blinking.
3/30/2011,100,fresh,Mike McGranaghan,The Beauty Inside,A wonderful film for anyone who still has a passion for watching the skies and wondering what's out there.
4/9/2011,80,fresh,Jules Brenner,The Beauty Inside,"Too brief an exposure to the accomplishments of Hubble-enabled astronomy--but everyone should see it, nonetheless."
9/30/2011,60,fresh,Neil Pond,Cop Car,"A gritty sibling saga offers a strong reinforcement of the reality that, for many returned soldiers, some battle scars never heal."
11/17/2011,80,fresh,Wally Hammond,Phoenix,"Performances are more mature, the soundtrack (by Nicholas Hooper) less grandiose, and Yates executes some thrilling set-pieces."
4/8/2012,75,fresh,Michael Dequina,The Beauty Inside,"A uniquely thrilling virtual trip that one is unlikely to get to experience first hand--in this lifetime, at least."
12/7/2012,80,fresh,Steve Heisler,Phoenix,"Yates leaps into big-budget cinema like a kid in a candy store, packing in nearly every compelling image from the 870-page source material."
1/13/2013,75,fresh,Roger Moore,Phoenix,An emotional and involving installment in this hit or miss series
4/1/2015,25,rotten,Jake Cole,Insurgent,"Miraculously, Woodley escapes from this gargantuan slog unscathed, a feat more exciting than any of the travails of Tris Prior."
4/2/2015,20,rotten,Jon Lyus,Get Hard,It's hard to recall a movie with such a huge platform appearing to be so out of touch with society.
4/3/2015,100,fresh,Mathew DeKinder,Get Hard,"I laughed quite a bit at this movie ... but, at the same time, it felt like it left a lot on the table resulting in a film that is merely a shell of what it could have been."
4/6/2015,40,rotten,Jim Schembri,Get Hard,"Will Ferrell's one-note performances are becoming a bit tiring. The film plays lightly on the idea of racial stereotyping, but it just isn't funny enough to qualify as any sort of satire or penetrating social comment."
4/9/2015,60,fresh,Martin Roberts,Get Hard,"The laughs are down to Ferrell and Hart, who hold the thing together."
4/10/2015,75,fresh,John Beifuss,Insurgent,"Fresh characters include antipodal substitute mother figures for the newly orphaned Tris -- namely, a huggable agragrian played by Octavia Spencer and a skinny schemer played by Naomi Watts."
4/11/2015,50,rotten,Linda Cook,Insurgent,"As far as dystopian young-adult fare goes, 'Insurgent' is average."
4/11/2015,50,rotten,Linda Cook,Get Hard,"You're going to see certain things in most Will Ferrell movies, and 'Get Hard' is no exception:"
4/17/2015,75,fresh,Scott Renshaw,Monkey Kingdom,"It might be tempting to roll your eyes at the Disney-ness of it all. Then again, maybe it's that Disney-ness that keeps you watching all the way to that happy ending in the first place."
4/17/2015,80,fresh,Sandie Angulo Chen,Monkey Kingdom,"Tina Fey-narrated monkey documentary is funny, educational."
4/17/2015,60,fresh,Mike Scott,Monkey Kingdom,"It pretty closely follows the Disneynature formula, so don't expect anything groundbreaking. You can, however, expect a sweet and entirely enjoyable all-ages delight."
4/17/2015,75,fresh,Christy Lemire,Monkey Kingdom,You're likely to laugh and learn in equal measure-and so will your little ones.
4/17/2015,75,fresh,Stephen Whitty,Monkey Kingdom,"An enjoyable documentary, with some painless lessons. And a good heart, too ..."
4/17/2015,60,fresh,Stephen Romei,The Longest Ride,Sparks must be doing something right.
4/18/2015,75,fresh,John Wirt,Monkey Kingdom,"Monkey Kingdom moves so smoothly and quickly that the filmmakers' time-consuming dedication and labor-intense toil stays, as it should be, invisible."
4/19/2015,40,rotten,Mike McCahill,Sicario,"This isn't much more than a fly's fart of a film, the most microscopically tiny of afterthoughts."
4/22/2015,60,fresh,Simon Weaving,Sicario,No more than an excuse for James to play out his affable brand of humour - mixing physical slapstick with a verbose running commentary of both grandiose and self-depreciating observations on life and himself.
4/23/2015,100,fresh,Marc Savlov,Monkey Kingdom,"All in all, this is one of Disneynature's best in-country outings so far, so much so that you're very likely to leave the theatre feeling downright giddy and more connected to the world than before."
4/23/2015,0,rotten,Kimberley Jones,Sicario,Paul Blart: Mall Cop 2 doesn't believe in the worthiness of its own hero. Why should we?
4/23/2015,40,rotten,Jake Wilson,Sicario,"There are mediocre films, and then there are films like Paul Blart: Mall Cop 2, where the mediocrity is more or less the point."
4/24/2015,20,rotten,Greg Wakeman,Sicario,If you find yourself in front of a screen where Paul Blart: Mall Cop 2 is playing you only have yourself to blame.
4/24/2015,100,fresh,Jim Schembri,Sicario,"A perfectly congenial, innocuous goofball comedy. It's not as funny as the first film, but it is funny enough...this chuckle-worthy little film has become subject to some of the most vitriolic reviews in recent memory; it is difficult to figure out why."
5/3/2015,100,fresh,Michael A. Smith,The End Of The Tour,"Sharply directed by Simon Curtis, the film is an intriguing mystery as, little by little, more and more information comes across the viewer's desk"
5/3/2015,80,fresh,Michael A. Smith,Get Hard,"Outrageously funny, though often bordering on bad taste."
5/4/2015,100,rotten,Tim Brayton,Sicario,Surprising notes of meanness and bitterness.
5/7/2015,60,fresh,Tim Evans,The Age of Adaline,There's a couple of hokey moments - the faux-documentary style voiceover explaining the science behind Adaline's condition - but this is never less than watchable.
5/7/2015,60,fresh,Tim Robey,The Age of Adaline,"A quaintly disarming fairy tale, refusing any date that isn't written in the stars."
5/7/2015,40,rotten,Geoffrey Macnab,The Age of Adaline,Beautifully shot and absurd.
5/7/2015,20,fresh,Wendy Ide,The Age of Adaline,"This magical-realist meditation on mortality is untroubled by logic, clarity, intelligence -- anything that might salvage such simple-minded slush."
5/7/2015,20,rotten,Peter Bradshaw,The Age of Adaline,"A lead performance of mind-bending dullness is given by Blake Lively, whose surname suddenly looks horribly ironic."
5/7/2015,60,fresh,Rich Cline,The Age of Adaline,"Like Benjamin Button, this drama plays around with the human lifespan, is slickly produced and feels far too serious for its own good..."
5/8/2015,60,fresh,Karen Krizanovich,The Age of Adaline,"Free of violence, death or graphic sex, this romantic fantasy is an easy-going throwback to women's films of yore, complete with a smooth narration filling in the gaps."
5/8/2015,40,rotten,David Edwards,The Age of Adaline,"Ironically, this romantic drama about a woman who can't grow old creaks along like a centenarian with chronic arthritis."
5/10/2015,60,fresh,Mark Kermode,The Age of Adaline,"Lively does a good line in aloof, and if Huisman never convinces as the object of her desire then the narrative's peripheral relations more than fill the emotional gap."
5/13/2015,60,fresh,Steve Wright,The Age of Adaline,"The Age Of Adaline functions perfectly well as a harmless, fantasy-infused date movie. It's hard to really dislike."
5/14/2015,50,rotten,David Lewis,Paul Blart: Mall Cop 2,"Perhaps most of the humor just doesn't translate (the film was a smash hit in Sweden). Whatever the case, the script needed to mine more comedy from the characters, not the clownish plot machinations."
5/21/2015,50,rotten,David Nusair,Insurgent,...falls right in line with its hopelessly mediocre predecessor.
5/21/2015,50,rotten,Ann Hornaday,Paul Blart: Mall Cop 2,"Herngren's hyper-plotty story goes from testing credulity to utterly insulting it, as incident piles on to incident in an ever-escalating cascade of you-won't-believe-what-happens-nexts."
5/21/2015,100,fresh,Matt Neal,The End Of The Tour,This story has probably been better and more accurately told in at least three documentaries (but) none of those retellings had the marvellous Mirren.
5/22/2015,100,fresh,Jim Schembri,The End Of The Tour,"It's a ripping yarn, this, deftly directed by Simon Curtis (My Week With Marilyn) and full of emotional cadences, subtle shifts of mood and changing motivations."
5/22/2015,100,rotten,Jake Wilson,The End Of The Tour,"It's an underdog story tailor-made for the movies, devoid of surprises but touching all the same."
5/23/2015,60,fresh,Tim Martain,The End Of The Tour,"Woman In Gold is one of those films that might not challenge you too much with an artful story, but still appeals on some deeper emotional level."
5/27/2015,100,rotten,Josh Bell,Paul Blart: Mall Cop 2,"Mostly the movie is mild and subdued, provoking more boredom than laughter."
5/27/2015,40,rotten,Steve Wright,Tomorrowland,"This is essentially the same movie, mostly shorn of the former's shock value."
5/27/2015,100,fresh,Ed Gibbs,Ex Machina,"This intelligent examination of our fascination with science is impeccably realised, despite a modest budget."
5/28/2015,40,fresh,Matthew Lickona,Dark Places,"The result is as much the portrait of a marriage as it is history of a sport and its founder, and if it occasionally feels repetitive or murky, its moments of magnificence remain undimmed."
5/28/2015,75,fresh,Walter V. Addiego,Dark Places,"The action shots are intoxicating, as close as most of us will get to feeling the jumpers' euphoria."
5/28/2015,100,rotten,Peter Galvin,Tomorrowland,Remakes aren't always a bad idea. Even a creative re-think isn't out of order. But Poltergeist 2015 doesn't seem to have anything on its mind and what it does say isn't very interesting.
5/28/2015,100,rotten,Jake Wilson,Tomorrowland,"Remaking the 1982 horror film Poltergeist wasn't necessarily a bad idea, but this new version feels like too little, too late."
5/29/2015,100,fresh,Daniel Barnes,Far From the Madding Crowd,"A beautifully mounted, fiercely intelligent, bracingly alive literary adaptation that remains an unabashed crowd-pleaser."
5/29/2015,100,fresh,John Wirt,Far From the Madding Crowd,"Beautifully acted, grandly romantic cinema that nevertheless doesn't lose touch with the Earth."
5/29/2015,40,rotten,Erin Demers,Sicario,"Forget the whole ""Whatever happens in Vegas stays in Vegas"" spiel; Officer Blart should have done us all a solid and stayed in Jersey with his Segway."
5/29/2015,75,fresh,Steven Rea,Paul Blart: Mall Cop 2,This peripatetic farce practically propels itself.
5/29/2015,75,fresh,Molly Eichel,Dark Places,"Sunshine Superman, named for the Donovan song, is about more than just Boenish. It's about the power of the image, something that Strauch uses to great effect."
5/29/2015,50,rotten,John Wirt,We Are Your Friends,Energetic but underachieving follow-up to 2012's fun musical comedy.
5/29/2015,60,fresh,Daniel Barnes,Tomorrowland,"For all of the script's tentativeness, Kenan (Monster House) brings a high level of craft to his haunted house film, matching recent overhyped ghost stories like The Conjuring and Insidious."
5/30/2015,60,fresh,Daniel Barnes,Monkey Kingdom,"Monkey Kingdom is a passable time-passer, with lovely visuals and positive if oversimplified messages about conservation and motherhood, but nothing more."
5/30/2015,60,fresh,Daniel Barnes,Paul Blart: Mall Cop 2,This Swedish offering is about as lighthearted and inconsequential as a dark comedy dealing with mass murder and nihilistic destruction can possibly get.
5/30/2015,20,rotten,Jim Lane,We Are Your Friends,"The result, under the arrhythmic direction of the otherwise talented Elizabeth Banks, is a near-disaster-a comedy that isn't funny and a musical that isn't tuneful (and once again, this supposed a capella group doesn't sing unaccompanied)."
5/30/2015,80,fresh,Jim Lane,The End Of The Tour,"It's an immensely satisfying David-and-Goliath story, showing that sometimes the good guys win -- even if it takes 70 years and the gumption of a Helen Mirren to do it."
5/30/2015,100,fresh,Erin Demers,The Longest Ride,Cloying but satisfying.
5/30/2015,40,rotten,Jim Lane,The Longest Ride,"Robertson and Eastwood are appealing and photogenic, but their romance is callow and trivial compared to Huston and Chaplin's."
5/30/2015,40,rotten,Jim Lane,The Age of Adaline,The movie dissolves into a flaccid shaggy-dog tale shambling toward its foregone conclusion.
5/30/2015,80,fresh,Daniel Barnes,Ex Machina,"Screenwriter Alex Garland makes his directorial debut with this sleek sci-fi chamber play, and he exhibits the visual command of a true filmmaker, even if his storytelling gets wobbly at times."
5/30/2015,40,rotten,Daniel Gelb,Get Hard,"The movie is smarter than you would think, but it ultimately succumbs to the recent trend of going for overly raunchy cheap gags for laughs."
5/30/2015,60,fresh,Jim Lane,Get Hard,There are some good laughs here and there.
5/30/2015,100,rotten,Edward Johnson-Ott,Get Hard,"laughed hard a number of times, but not enough."
6/1/2015,100,fresh,Frederic and Mary Ann Brussat,I'll See You in My Dreams,An emotionally rich drama that conveys the sunshine and shadows of the elder years.
6/4/2015,60,fresh,Liam Maguren,Aloha,"A disposably smooth ride, but you'll need to forgive the misjudged cultural-political military plot (an order that may prove too tall for some)."
6/4/2015,100,rotten,Steve Davis,Aloha,The basic narrative problem here is that there's more backstory than story. Cooper's supposedly deeply flawed wheeler-dealer comes off more like a bland frat boy with a Coppertone tan.
6/4/2015,40,rotten,Jim Lane,Aloha,"A decent cast gamely goes along, but little rings true, and suddenly Jerry Maguire is looking like a very long time ago."
6/4/2015,60,fresh,Peter Galvin,Aloha,I actually enjoyed the sprawling messiness of it.
6/4/2015,75,fresh,Steven Rea,I'll See You in My Dreams,"I'll See You in My Dreams is delicate and nuanced, with writing that rejects, or at least reshapes, the cliches of movies about people facing the glare of their sunset years."
6/4/2015,100,fresh,Kimberley Jones,I'll See You in My Dreams,"Danner's even better on her own, as she honestly, even angrily, wrangles with not a paradox, per se, just the raw rub of life: that it sucks to be alone, and it's scary to try not being alone. She's exquisite."
6/4/2015,100,rotten,Josh Kupecki,Paul Blart: Mall Cop 2,"The 100-Year-Old Man... still entertains for the majority of its running time, but it feels like two separate movies, a dual shaggy dog story stitched together like Frankenstein's monster, never breaking free of its quirky literary origins."
6/4/2015,75,fresh,Marsha Lederman,Dark Places,"Long before there were GoPros, there was Boenish, a camera mounted on his helmet, jumping from Yosemite's El Capitan or L.A. skyscrapers under construction."
6/5/2015,100,fresh,Jim Schembri,Aloha,"Aloha actually sports a pretty good clutch of storylines, but it just takes too long for them to kick in."
6/5/2015,75,fresh,Scott Renshaw,I'll See You in My Dreams,"Director/co-writer Brett Haley's simple, low-key character drama gets a boost from Blythe Danner's lovely lead performance and a unique spin on the crises of purpose that can face us at any age."
6/5/2015,80,fresh,Diana Saenger,Dark Places,"Daring, Thrilling, Surprising - a well told true story"
6/6/2015,60,fresh,Andrea Chase,San Andreas,"a whiz-bang of a disaster flick brimming over with close-calls, near misses, and the answer to that age-old question, ""What would a cruise ship drifting through Chinatown look like?"""
6/7/2015,75,fresh,John Hartl,I'll See You in My Dreams,[Danner is] clearly having a ball with this character.
6/8/2015,75,fresh,John Beifuss,San Andreas,"When a foolish woman separates from the world's manliest man in favor of a cowardly architect who builds wobbly skyscrapers that rudely scrape the heavens, is it any wonder the angry gods smite her home state from top to bottom?"
6/8/2015,60,fresh,Bruce Kirkland,Dark Places,While the doc takes a conventional and even pedestrian approach -- with multiple talking-head interviews and some re-enactments with actors -- there is also plenty of spectacular archival footage showing jumps dating back to the 1960s.
6/9/2015,50,rotten,Stephen Rebello,Aloha,"Aloha feels thin, tonally weird, false, and undernourishing."
6/10/2015,50,rotten,Linda Cook,Aloha,"'Aloha' is as bland as a movie can be - and that's a sad statement, considering it's written and directed by Cameron Crowe."
6/10/2015,75,fresh,Michael Phillips,The Farewell Party,"This is straight-up commercial comedy, low-keyed division, and while it can't hold a candle to recent, dark-comic Israeli achievements such as Joseph Cedar's ""Footnote,"" the actors more than save it."
6/10/2015,80,fresh,Ken Hanke,I'll See You in My Dreams,"Refreshingly adult, sweet-tempered and rather special little romantic comedy-drama focusing on a generally underserved age group -- and presenting that group in a new light."
6/10/2015,50,rotten,Linda Cook,San Andreas,It's not The Rock's fault.
6/10/2015,75,fresh,Linda Cook,Far From the Madding Crowd,"A painterly movie with stunning cinematography, 'Far From the Madding Crowd' stays faithful to the classic novel by Thomas Hardy. The story of manners and class distinctions is told with director Thomas Vinterberg's focus on environments and costumes."
6/10/2015,75,fresh,Linda Cook,We Are Your Friends,"The singing in 'Pitch Perfect 2' is professional, exuberant and enjoyable. The script is, well ... not. But even though it's a messy screenplay, it works more often than it doesn't."
6/10/2015,50,rotten,Linda Cook,The Age of Adaline,It's a beautiful-looking movie with a ridiculous conceit.
6/11/2015,40,rotten,Daniel Barnes,Insidious: Chapter 3,"The terror that will truly stick with me is Dermot Mulroney's ""How-did-I-get-here?"" performance as the girl's father."
6/11/2015,75,fresh,Peter Keough,The Farewell Party,"A bittersweet, wryly comic, keenly observed look at senescence from Israeli directors Sharon Maymon and Tal Granit."
6/11/2015,100,fresh,Randy Cordova,The Farewell Party,"It never lapses into mawkishness, but remains clear-eyed and compassionate. It's not coldly clinical; instead, the characters are treated with grace and respect."
6/11/2015,60,fresh,Josh Bell,I'll See You in My Dreams,Offers gentle laughs and a few moments of heartfelt emotion.
6/11/2015,60,fresh,Josh Kupecki,Dark Places,"Sunshine Superman is at times a bit too reverent with the material, and there are distracting reenactments (a la The Jinx and Man on Wire), some of which seem extraneous, but overall, the film is a sun-kissed tribute to a singular individual."
6/12/2015,60,fresh,Mark Ellis,Insidious: Chapter 3,"It won't convert any scary movie detractors, but should serve up enough creeps to satisfy it's fanbase."
6/12/2015,50,rotten,Marty Mapes,Aloha,If Crowe hadn't tried to do so much it might have been more enjoyable
6/12/2015,80,fresh,Jim Lane,I'll See You in My Dreams,Sweet and carefully made.
6/13/2015,75,fresh,Matt Brunson,I'll See You in My Dreams,A confident feature angel-kissed with an enviable cast (extending well beyond just Danner) and an often lovely script.
6/15/2015,60,fresh,Kat Halstead,The Longest Ride,"However contrived this tenth Sparks-to-screen becomes, the emotions and chemistry outweigh the bull."
6/15/2015,20,rotten,Eddie Harrison,The Longest Ride,"Blandly photographed and unexceptionally acted, The Longest Ride is a typically generic love story from the Sparks production line."
6/16/2015,60,fresh,Andy Lea,The Longest Ride,"Sparks' usual mixture of female self-sacrifice, sensitive tough guys, unlikely twists and frequent dashes to the hospital. It's a familiar cocktail but it packs a real punch."
6/18/2015,60,fresh,Sergio Lopez Aguirre,Insidious: Chapter 3,"The performances are solid without being transcendental, while the photography is at the same level as the previous films. [full review in Spanish]"
6/18/2015,40,rotten,Matthew Pejkovic,Aloha,How can it be possible that the man who wrote Jerry Maguire & Almost Famous deliver a screenplay as incomprehensible as that found in Aloha?
6/18/2015,80,fresh,Julio Velez,Dragon Ball Z: Resurrection 'F',A very enjoyable sequel that leaves us wanting more. [full review in Spanish]
6/18/2015,100,fresh,John Anderson,Home,Scandinavian drollery at its finest.
6/18/2015,100,fresh,Lynden Barber,Home,Its absurdism is as nutty as ever and yet no less profound at moments.
6/18/2015,60,fresh,Elliott Noble,The Longest Ride,"Thanks to the scenery, the performances and a rich vein of unintentional silliness, The Longest Ride feels a whole lot shorter than it is."
6/18/2015,40,rotten,Adam Smith,The Longest Ride,Devotees of author Nicholas Sparks's work will no doubt be delighted with The Longest Ride's bonanza offering: two militantly preposterous love stories for the price of one!
6/18/2015,60,fresh,Brian Viner,The Longest Ride,Sometimes it's better just to hold your hands up and welcome movies as cheesily inoffensive as this.
6/18/2015,40,rotten,Wendy Ide,The Longest Ride,Shamelessly sentimental.
6/18/2015,20,rotten,Donald Clarke,The Longest Ride,So soaked in Americana you feel as if you've been repeatedly vomited upon by a bald eagle.
6/18/2015,20,rotten,Peter Bradshaw,The Longest Ride,One of those rare films whose porn version will have the same title.
6/18/2015,40,rotten,Tim Robey,The Longest Ride,"It's no The Notebook, and when that's a seriously meant criticism, you're in trouble."
6/18/2015,40,rotten,Simon Reynolds,The Longest Ride,It's not called The Longest Ride for nothing. At 2 hours plus it's the lengthiest Sparks movie yet - after about an hour of snooze-inducing predictability you're just desperate for it to end.
6/19/2015,0,fresh,John Hanlon,Entourage,A refreshing return to form for Melissa McCarthy that features a hilarious supporting turn from Jason Statham.
6/19/2015,20,rotten,Ed Gibbs,The Age of Adaline,A laughably absurd fantasy that goes nowhere fast.
6/20/2015,100,fresh,Damien Straker,Far From the Madding Crowd,It's an adult rebuttal to so-called modern romances like Twilight which are aimed squarely at American teenagers and unrealistically dictate women's unflinching loyalty and debt to men.
6/21/2015,60,fresh,Mark Kermode,The Longest Ride,"Like all of Sparks's stories it's corny as hell, but there's an unabashed, old-fashioned charm that gradually warms the cockles and moistens the eye."
6/22/2015,50,rotten,David Nusair,Black Mass,Tomorrowland concludes with as palpable a thud as one could possibly envision...
6/23/2015,75,fresh,John Serba,Paul Blart: Mall Cop 2,"Superficially colorful, but a dark comedy at heart."
6/24/2015,100,fresh,Rich Cline,Insidious: Chapter 3,"Instead of wrapping up a trilogy, writer-turned-director Leigh Whannell launches a new horror franchise with a movie that's scary even if it's not particularly original."
6/24/2015,80,fresh,Rich Cline,Entourage,"The ace partnership between filmmaker Paul Feig and actress Melissa McCarthy evolves into something formidable with this raucous action comedy, which simultaneously spoofs the espionage genre and provides some genuine thrills."
6/24/2015,100,rotten,Rich Cline,San Andreas,"Set up as an old-style disaster movie with only a fraction of the plot, this earthquake action adventure is preposterous enough to just about work as a guilty pleasure."
6/24/2015,100,fresh,Rich Cline,A LEGO Brickumentary,"With studios afraid of anything new or original, it's not surprising that the dinosaurs are back on-screen nearly 15 years after the rather disappointing Jurassic Park III."
6/24/2015,100,fresh,Joshua Rothkopf,Cartel Land,"A lot funnier than you remember it, Carol Reed's immortal 1949 film noir seems to exist in the space between two worlds: an earlier time when thrillers were mostly serious affairs, and a future one, when such supremely witty entertainments felt passe."
6/25/2015,60,fresh,Suso Aira,Insidious: Chapter 3,"A very entertaining take by director Leigh Whanell, who mixes classic horror with hints of comedy. [full review in Spanish]"
6/25/2015,40,rotten,Luis Fernando Galvan,Insidious: Chapter 3,It doesn't really offer anything new. [full review in Spanish]
6/25/2015,80,fresh,Paul Byrnes,Far From the Madding Crowd,"A film that is both highly controlled on the surface, and molten with lust underneath."
6/25/2015,80,fresh,Sandra Hall,Far From the Madding Crowd,It's a classy and seductive example of the art of the intimate epic.
6/25/2015,80,fresh,Leonie Hayden,Far From the Madding Crowd,"There's a purity to the performances and what should seem like played-out dramatic tropes feel fresh, reflected in the film's stunning rural photography and costuming."
6/25/2015,80,fresh,Nick Rogers,A LEGO Brickumentary,"This isn't an annoyingly self-reflexive shredding of its forefather. It's very much its own smart, sleek endeavor with momentum, confidence ... and minor drawbacks. In all, it's pulpy summer fun with more on its mind than first glance may reveal."
6/25/2015,60,fresh,Norman Wilner,A LEGO Brickumentary,"Jurassic World functions precisely the same way as a theme park does, gliding the spectator through a series of calibrated set pieces."
6/25/2015,100,fresh,Wendy Ide,Cartel Land,Few films more effectively capture the crumbling infrastructure and opportunistic lawlessness of postwar Europe. And none better translate the snaking treachery of Graham Greene's stories and his worlds of cynical expats and casual betrayal.
6/25/2015,100,fresh,David Parkinson,Cartel Land,"Set in postwar occupied Vienna, the plot is a corker, littered with memorable moments and played to perfection by an unforgettable cast that's led with distinction by Orson Welles and Joseph Cotten."
6/25/2015,100,fresh,Matt Prigge,Cartel Land,Best read not as an homage to Hitchcock - or to special super secret guest star Orson Welles - than as a study of what Carol Reed biographer Robert F. Moss describes as 'the ineffectuality of goodness.'
6/25/2015,50,rotten,Roger Moore,Home,Absurdist? Somewhat. Close to pointlessly so. A comedy? Not even by Swedish standards.
6/25/2015,50,rotten,Loren King,Paul Blart: Mall Cop 2,"It's never explained what Allan's mental state is, other than lovable geriatric rascal-itis, an irritating trope that hardly constitutes a certifiable condition."
6/25/2015,60,fresh,Norman Wilner,Dark Places,"[Boenish] convinced plenty of jumpers to strap cameras to their heads, which resulted in some spectacular footage."
6/25/2015,100,fresh,Frederic and Mary Ann Brussat,A Borrowed Identity,A touching and inspiring film by an Israeli director that fosters the spiritual practice of open-mindedness.
6/25/2015,20,rotten,Matthew Lickona,Escobar: Paradise Lost,The highlight here is Benicio del Toro's tamped-down but precise performance as a man who has made himself into a god.
6/25/2015,50,rotten,Anders Wright,Escobar: Paradise Lost,"How, exactly, do you make us feel sympathy for the devil?"
6/25/2015,40,rotten,Joe Neumaier,Escobar: Paradise Lost,"Benicio del Toro is a looming, larger-than life presence in this smaller-than-it-deserves, 1980s drama."
